MQ135,MQ7,Temperature,Humidity,Risk
476,597,25.2,49.6,CO Poisoning Risk
791,228,34.2,31.0,Asthma Risk
648,79,13.9,66.8,Moderate Risk
450,549,28.6,57.1,CO Poisoning Risk
577,120,24.5,77.4,High Risk
441,516,16.7,53.1,CO Poisoning Risk
790,626,30.8,72.7,CO Poisoning Risk
345,567,22.9,38.2,CO Poisoning Risk
311,327,25.8,31.1,High Risk
842,580,36.2,79.2,CO Poisoning Risk
870,318,24.7,41.9,Moderate Risk
90,583,32.8,73.0,CO Poisoning Risk
635,98,31.5,41.9,Asthma Risk
535,99,28.9,36.4,Moderate Risk
168,321,34.5,67.6,High Risk
325,487,19.0,70.0,CO Poisoning Risk
423,462,32.7,73.6,CO Poisoning Risk
438,269,22.1,74.7,Moderate Risk
187,614,32.5,54.1,CO Poisoning Risk
171,299,24.9,49.6,Moderate Risk
591,220,33.6,68.6,High Risk
566,610,34.5,58.7,CO Poisoning Risk
793,190,27.3,80.1,High Risk
854,429,25.2,48.3,Moderate Risk
639,306,31.8,30.3,Asthma Risk
103,575,19.4,59.8,CO Poisoning Risk
481,415,13.4,47.1,Moderate Risk
436,241,22.8,46.5,Moderate Risk
399,629,25.2,58.5,CO Poisoning Risk
475,641,20.1,77.8,CO Poisoning Risk
298,328,22.2,42.4,Moderate Risk
446,346,16.2,48.5,Moderate Risk
690,176,19.7,76.1,High Risk
657,164,18.8,76.3,High Risk
183,180,20.2,40.7,Safe
182,617,20.2,66.1,CO Poisoning Risk
429,573,26.4,50.4,CO Poisoning Risk
686,78,19.0,78.5,High Risk
534,576,35.6,67.5,CO Poisoning Risk
846,252,25.3,54.7,Moderate Risk
111,343,16.1,72.1,Moderate Risk
380,566,19.7,81.9,CO Poisoning Risk
574,138,30.5,52.1,Moderate Risk
873,458,13.3,48.2,CO Poisoning Risk
395,415,35.5,60.8,High Risk
723,453,23.7,64.9,CO Poisoning Risk
217,427,25.5,66.0,Moderate Risk
714,485,36.7,53.6,CO Poisoning Risk
362,491,25.1,45.9,CO Poisoning Risk
531,115,35.7,72.4,High Risk
592,128,35.0,79.7,High Risk
219,253,35.6,74.7,Moderate Risk
221,303,32.5,64.8,High Risk
686,283,20.1,47.4,Moderate Risk
571,346,21.3,61.6,Moderate Risk
479,276,21.8,33.5,Moderate Risk
682,326,36.5,56.8,High Risk
414,438,21.7,70.2,Moderate Risk
158,462,15.6,41.6,CO Poisoning Risk
749,250,31.7,55.1,High Risk
537,308,21.8,32.0,High Risk
617,355,27.9,73.3,Moderate Risk
908,123,35.2,46.9,High Risk
706,386,26.8,59.4,Moderate Risk
254,606,28.3,48.4,CO Poisoning Risk
577,139,28.4,60.3,Moderate Risk
802,395,27.7,68.2,Moderate Risk
798,106,16.8,45.6,Moderate Risk
515,186,24.0,56.0,Moderate Risk
786,155,13.2,70.9,Moderate Risk
354,571,28.0,65.1,CO Poisoning Risk
701,201,26.8,31.1,High Risk
431,583,20.6,58.7,CO Poisoning Risk
815,641,25.6,48.3,CO Poisoning Risk
367,53,24.8,66.3,Moderate Risk
763,320,19.0,28.9,High Risk
528,271,20.0,45.9,Moderate Risk
246,230,31.3,32.7,Moderate Risk
511,635,31.1,77.7,CO Poisoning Risk
340,260,24.3,75.3,Moderate Risk
698,477,30.2,80.3,CO Poisoning Risk
619,613,23.8,62.7,CO Poisoning Risk
416,400,33.4,71.6,High Risk
186,436,21.0,61.0,Moderate Risk
602,623,35.3,54.6,CO Poisoning Risk
305,319,26.0,73.0,Moderate Risk
221,538,25.9,69.9,CO Poisoning Risk
349,495,29.1,67.6,CO Poisoning Risk
214,464,21.2,76.3,CO Poisoning Risk
171,208,30.4,78.2,Moderate Risk
372,607,20.7,52.0,CO Poisoning Risk
772,636,22.5,43.3,CO Poisoning Risk
148,227,29.2,55.6,Moderate Risk
633,354,22.1,33.0,High Risk
250,61,17.8,78.7,Safe
373,490,33.9,81.1,CO Poisoning Risk
195,214,35.1,63.2,Moderate Risk
194,324,28.0,68.3,Moderate Risk
528,384,32.5,45.5,High Risk
317,563,36.7,74.8,CO Poisoning Risk
789,55,27.8,76.6,High Risk
671,568,34.8,32.2,CO Poisoning Risk
407,177,21.6,35.1,Moderate Risk
553,192,29.8,42.1,Moderate Risk
891,610,14.3,66.0,CO Poisoning Risk
688,123,31.9,37.9,Asthma Risk
561,390,32.9,39.9,High Risk
145,293,22.6,48.6,Moderate Risk
714,586,28.3,61.0,CO Poisoning Risk
102,68,33.6,80.7,Safe
529,515,34.2,70.3,CO Poisoning Risk
107,245,15.6,58.1,Moderate Risk
783,175,32.9,30.7,Asthma Risk
202,400,19.6,55.9,Moderate Risk
318,194,30.5,39.0,Moderate Risk
260,570,20.8,44.2,CO Poisoning Risk
384,348,14.4,41.5,Moderate Risk
278,585,18.0,46.8,CO Poisoning Risk
515,94,22.8,31.4,Moderate Risk
168,508,30.8,59.1,CO Poisoning Risk
747,284,15.4,30.5,High Risk
271,526,32.5,63.7,CO Poisoning Risk
588,499,36.9,67.5,CO Poisoning Risk
887,327,31.9,54.2,High Risk
851,379,24.4,70.2,Moderate Risk
915,396,26.6,80.2,High Risk
797,371,13.1,46.4,Moderate Risk
160,380,18.0,61.4,Moderate Risk
337,125,34.6,45.5,Safe
235,131,13.5,51.9,Safe
707,302,34.7,29.1,Asthma Risk
864,229,15.7,32.0,High Risk
385,167,16.2,71.1,Moderate Risk
671,140,17.2,35.6,Moderate Risk
559,649,32.2,65.8,CO Poisoning Risk
595,559,24.5,66.3,CO Poisoning Risk
282,487,16.5,81.8,CO Poisoning Risk
157,558,29.5,65.6,CO Poisoning Risk
583,415,35.6,35.0,High Risk
906,349,26.7,61.8,Moderate Risk
141,401,15.4,56.3,Moderate Risk
452,192,14.3,77.5,Moderate Risk
886,329,32.1,65.3,High Risk
563,306,28.0,56.0,Moderate Risk
610,618,35.1,61.7,CO Poisoning Risk
852,535,26.1,51.9,CO Poisoning Risk
520,75,14.5,55.5,Moderate Risk
387,312,22.7,67.0,Moderate Risk
524,56,28.8,32.2,High Risk
785,235,22.2,61.2,Moderate Risk
780,444,37.0,32.8,Asthma Risk
287,581,22.7,74.2,CO Poisoning Risk
217,135,26.1,78.9,Safe
621,644,18.4,70.1,CO Poisoning Risk
500,545,16.7,66.8,CO Poisoning Risk
154,345,28.5,79.0,High Risk
783,155,27.1,39.8,Moderate Risk
330,124,13.1,40.4,Safe
458,477,19.8,54.0,CO Poisoning Risk
625,461,28.4,28.4,CO Poisoning Risk
473,258,32.5,80.1,Moderate Risk
520,491,20.5,29.7,CO Poisoning Risk
172,62,28.5,60.2,Safe
786,98,19.4,47.1,Moderate Risk
917,284,29.6,33.6,Asthma Risk
700,462,29.8,29.3,CO Poisoning Risk
663,530,16.1,42.2,CO Poisoning Risk
375,488,29.0,33.8,CO Poisoning Risk
623,610,21.0,78.8,CO Poisoning Risk
548,643,17.1,41.2,CO Poisoning Risk
301,167,25.0,33.1,Safe
215,464,23.9,69.6,CO Poisoning Risk
502,610,31.6,50.4,CO Poisoning Risk
588,260,15.0,73.6,Moderate Risk
514,464,32.0,73.3,CO Poisoning Risk
643,595,15.5,81.6,CO Poisoning Risk
699,272,18.0,71.4,Moderate Risk
632,281,25.4,39.6,Moderate Risk
247,374,24.1,59.7,Moderate Risk
201,513,36.7,56.4,CO Poisoning Risk
491,531,27.1,55.4,CO Poisoning Risk
848,593,20.9,44.0,CO Poisoning Risk
211,623,34.6,39.3,CO Poisoning Risk
362,459,20.5,66.7,CO Poisoning Risk
383,263,19.6,33.5,Moderate Risk
487,425,24.9,30.7,High Risk
560,131,34.9,48.6,High Risk
296,505,30.0,68.2,CO Poisoning Risk
199,455,29.3,74.9,CO Poisoning Risk
529,569,30.4,57.2,CO Poisoning Risk
367,491,28.8,73.4,CO Poisoning Risk
657,344,31.2,29.4,Asthma Risk
658,452,17.6,52.6,CO Poisoning Risk
571,419,17.3,35.2,Moderate Risk
892,277,21.7,59.5,Moderate Risk
203,93,33.4,77.7,Safe
909,230,30.1,28.4,Asthma Risk
566,249,26.6,64.1,Moderate Risk
799,122,13.5,70.8,Moderate Risk
410,525,18.7,68.2,CO Poisoning Risk
268,430,32.3,29.1,High Risk
308,238,18.8,37.4,Moderate Risk
878,147,30.5,33.1,Asthma Risk
617,420,17.4,32.6,High Risk
581,331,27.6,67.4,Moderate Risk
150,526,28.1,50.9,CO Poisoning Risk
143,294,31.0,67.1,Moderate Risk
769,245,23.5,47.5,Moderate Risk
627,580,28.2,34.3,CO Poisoning Risk
154,505,24.7,66.8,CO Poisoning Risk
701,344,35.7,61.8,High Risk
675,522,25.5,34.1,CO Poisoning Risk
793,127,18.0,77.9,High Risk
260,502,29.0,44.7,CO Poisoning Risk
362,342,26.2,63.4,Moderate Risk
788,408,32.3,29.7,Asthma Risk
624,84,17.2,51.9,Moderate Risk
480,384,19.3,80.1,High Risk
782,560,35.1,75.9,CO Poisoning Risk
416,152,35.3,40.0,Moderate Risk
197,360,23.6,75.5,High Risk
251,158,14.1,43.8,Safe
903,211,20.4,74.0,Moderate Risk
541,305,18.9,67.4,Moderate Risk
295,268,23.0,47.0,Moderate Risk
679,306,20.6,77.2,High Risk
105,295,32.9,54.2,Moderate Risk
416,570,13.1,45.2,CO Poisoning Risk
697,170,28.5,43.1,Moderate Risk
748,250,28.9,78.7,High Risk
91,184,28.9,69.0,Safe
99,106,25.5,46.9,Safe
523,327,27.7,41.7,Moderate Risk
214,98,32.5,39.4,Safe
170,390,31.8,41.2,High Risk
574,568,13.8,34.0,CO Poisoning Risk
741,180,13.7,54.2,Moderate Risk
239,374,33.1,30.2,High Risk
889,188,26.8,28.6,High Risk
429,480,36.0,61.4,CO Poisoning Risk
218,326,23.4,32.8,High Risk
527,180,17.2,73.6,Moderate Risk
840,533,24.4,33.8,CO Poisoning Risk
590,445,23.5,57.3,Moderate Risk
147,493,25.4,64.5,CO Poisoning Risk
287,314,32.4,40.4,High Risk
300,61,28.7,76.0,Safe
134,313,17.4,54.0,Moderate Risk
186,526,30.6,45.0,CO Poisoning Risk
368,263,27.2,76.7,Moderate Risk
624,363,26.9,74.4,Moderate Risk
499,282,29.3,66.3,Moderate Risk
550,589,26.5,43.7,CO Poisoning Risk
480,329,24.0,49.1,Moderate Risk
133,81,28.4,65.2,Safe
116,147,30.4,38.0,Safe
883,474,18.4,54.7,CO Poisoning Risk
186,283,24.9,67.8,Moderate Risk
637,169,24.0,63.5,Moderate Risk
710,609,14.0,66.9,CO Poisoning Risk
656,644,33.0,76.2,CO Poisoning Risk
793,232,22.1,80.3,High Risk
308,300,14.7,52.8,Moderate Risk
274,629,24.0,31.2,CO Poisoning Risk
158,574,16.9,73.1,CO Poisoning Risk
918,436,29.9,34.4,Asthma Risk
219,512,26.7,39.8,CO Poisoning Risk
656,297,19.5,63.3,Moderate Risk
698,605,35.8,68.3,CO Poisoning Risk
688,220,20.0,65.5,Moderate Risk
895,510,26.3,51.7,CO Poisoning Risk
720,621,32.2,77.6,CO Poisoning Risk
809,333,25.3,72.9,Moderate Risk
423,94,36.1,63.8,Moderate Risk
243,48,33.3,51.8,Safe
636,544,35.1,53.0,CO Poisoning Risk
168,267,21.9,37.5,Moderate Risk
668,306,26.2,70.1,Moderate Risk
502,579,33.2,74.8,CO Poisoning Risk
635,420,34.7,72.7,High Risk
698,105,35.7,57.5,High Risk
258,400,34.1,73.2,High Risk
770,68,30.5,70.7,Moderate Risk
752,337,13.6,72.9,Moderate Risk
672,601,20.6,81.0,CO Poisoning Risk
604,400,16.1,71.7,Moderate Risk
403,619,16.7,42.6,CO Poisoning Risk
121,73,20.0,72.3,Safe
376,401,14.8,48.3,Moderate Risk
683,409,18.8,55.9,Moderate Risk
132,453,36.0,71.0,CO Poisoning Risk
706,310,20.5,45.1,Moderate Risk
90,335,16.8,29.4,High Risk
662,611,30.2,66.8,CO Poisoning Risk
359,197,32.9,76.7,Moderate Risk
269,263,20.5,78.1,Moderate Risk
825,217,19.7,71.1,Moderate Risk
607,56,18.8,78.5,High Risk
192,560,22.4,72.3,CO Poisoning Risk
99,406,15.1,29.6,High Risk
672,623,29.1,46.9,CO Poisoning Risk
179,521,32.7,46.1,CO Poisoning Risk
315,621,28.9,39.8,CO Poisoning Risk
759,126,23.1,71.1,Moderate Risk
829,384,19.9,56.1,Moderate Risk
215,485,22.8,73.2,CO Poisoning Risk
298,270,23.2,60.5,Moderate Risk
186,415,29.0,59.9,Moderate Risk
163,72,35.3,48.7,Safe
716,60,14.7,70.6,Moderate Risk
280,321,35.9,64.9,High Risk
771,377,34.8,46.3,High Risk
908,527,15.8,81.7,CO Poisoning Risk
805,610,17.4,53.0,CO Poisoning Risk
145,332,20.5,45.1,Moderate Risk
809,158,26.4,65.1,Moderate Risk
642,82,16.2,40.0,Moderate Risk
121,498,17.8,72.9,CO Poisoning Risk
616,210,34.7,64.7,High Risk
663,249,15.6,75.0,Moderate Risk
756,289,22.6,45.8,Moderate Risk
373,377,31.3,74.1,High Risk
810,440,34.3,55.1,High Risk
583,551,21.1,31.2,CO Poisoning Risk
276,165,16.9,38.5,Safe
587,303,30.7,39.8,Moderate Risk
531,454,31.5,69.5,CO Poisoning Risk
219,354,36.5,39.0,High Risk
728,112,16.3,58.3,Moderate Risk
381,158,30.0,63.2,Moderate Risk
203,264,23.0,69.8,Moderate Risk
288,264,35.0,70.3,Moderate Risk
102,517,22.8,66.8,CO Poisoning Risk
360,430,23.7,39.5,Moderate Risk
690,342,16.0,57.3,Moderate Risk
304,297,20.7,43.7,Moderate Risk
533,449,22.6,69.9,Moderate Risk
879,536,13.4,68.4,CO Poisoning Risk
601,401,23.5,40.4,Moderate Risk
536,472,21.1,62.6,CO Poisoning Risk
804,259,32.3,31.2,Asthma Risk
163,424,15.6,69.5,Moderate Risk
626,258,31.2,70.1,High Risk
190,142,30.1,46.7,Safe
265,572,18.8,71.5,CO Poisoning Risk
516,572,15.0,74.3,CO Poisoning Risk
206,579,33.2,38.3,CO Poisoning Risk
255,598,19.0,46.9,CO Poisoning Risk
130,593,16.5,42.1,CO Poisoning Risk
518,372,21.6,48.2,Moderate Risk
433,209,22.6,52.1,Moderate Risk
513,160,20.8,55.5,Moderate Risk
455,194,36.4,29.9,Moderate Risk
209,562,34.1,31.0,CO Poisoning Risk
698,76,34.0,63.4,High Risk
746,337,22.6,51.9,Moderate Risk
817,221,36.1,32.8,Asthma Risk
318,105,29.4,48.9,Safe
914,633,33.0,53.7,CO Poisoning Risk
219,460,25.0,62.3,CO Poisoning Risk
441,427,16.9,34.4,High Risk
407,642,34.3,81.7,CO Poisoning Risk
738,51,24.7,53.6,Moderate Risk
426,129,36.2,64.8,Moderate Risk
362,442,19.1,77.0,High Risk
206,437,36.8,29.7,High Risk
907,91,18.3,60.5,Moderate Risk
457,385,21.8,57.2,Moderate Risk
183,542,27.3,31.1,CO Poisoning Risk
257,522,29.6,65.4,CO Poisoning Risk
804,470,30.3,39.9,CO Poisoning Risk
430,470,24.4,65.9,CO Poisoning Risk
750,559,14.8,47.6,CO Poisoning Risk
784,173,24.9,69.6,Moderate Risk
241,293,21.0,78.9,Moderate Risk
675,175,28.8,74.5,Moderate Risk
363,367,17.4,54.1,Moderate Risk
643,587,22.5,40.2,CO Poisoning Risk
585,110,36.2,81.6,High Risk
813,145,15.1,63.6,Moderate Risk
190,75,27.5,49.4,Safe
646,235,15.2,54.0,Moderate Risk
171,622,16.8,34.9,CO Poisoning Risk
618,459,27.5,55.3,CO Poisoning Risk
162,544,23.7,37.4,CO Poisoning Risk
103,639,26.2,47.8,CO Poisoning Risk
522,90,34.1,54.6,High Risk
246,133,32.6,79.2,Safe
824,419,34.3,61.7,High Risk
221,290,27.8,48.1,Moderate Risk
427,602,24.8,34.1,CO Poisoning Risk
493,301,24.0,68.3,Moderate Risk
465,396,30.8,53.2,Moderate Risk
648,617,25.5,31.7,CO Poisoning Risk
196,149,15.5,63.5,Safe
709,381,16.4,46.9,Moderate Risk
354,570,21.6,49.8,CO Poisoning Risk
294,345,14.6,73.3,Moderate Risk
168,121,18.7,35.4,Safe
244,555,28.8,46.4,CO Poisoning Risk
872,274,13.3,47.6,Moderate Risk
336,622,27.5,28.2,CO Poisoning Risk
620,76,31.5,73.6,High Risk
627,102,17.1,73.1,Moderate Risk
818,148,17.3,63.7,Moderate Risk
243,356,13.7,76.5,High Risk
243,111,25.3,42.7,Safe
775,418,28.7,39.9,Moderate Risk
181,279,24.0,31.7,Moderate Risk
522,156,22.3,60.0,Moderate Risk
427,433,23.9,54.8,Moderate Risk
569,452,31.8,71.8,CO Poisoning Risk
782,98,13.8,54.0,Moderate Risk
220,283,31.8,39.0,Moderate Risk
539,339,29.0,71.7,Moderate Risk
899,156,18.8,52.6,Moderate Risk
876,132,25.6,79.6,High Risk
362,520,14.2,56.9,CO Poisoning Risk
677,348,22.1,34.3,High Risk
266,349,17.2,74.0,Moderate Risk
785,334,13.5,75.4,High Risk
732,252,21.6,52.1,Moderate Risk
138,626,30.4,29.4,CO Poisoning Risk
656,414,35.1,29.6,Asthma Risk
755,264,28.9,47.0,Moderate Risk
444,275,22.6,66.7,Moderate Risk
801,393,37.0,45.9,High Risk
397,299,19.8,28.4,Moderate Risk
719,496,17.5,73.8,CO Poisoning Risk
864,186,24.1,80.3,High Risk
135,113,25.1,46.7,Safe
391,133,21.5,31.9,Moderate Risk
497,180,29.7,43.7,Moderate Risk
278,567,17.4,71.1,CO Poisoning Risk
911,486,25.2,57.3,CO Poisoning Risk
919,82,25.0,48.7,Moderate Risk
218,252,32.8,46.0,Moderate Risk
650,254,35.2,34.2,Asthma Risk
626,557,28.9,46.3,CO Poisoning Risk
355,404,20.3,53.4,Moderate Risk
207,621,29.6,64.3,CO Poisoning Risk
553,45,19.0,42.2,Moderate Risk
233,425,36.2,76.5,High Risk
531,581,32.7,54.2,CO Poisoning Risk
289,438,23.3,49.9,Moderate Risk
246,94,31.8,60.1,Safe
576,440,22.8,37.1,Moderate Risk
223,76,14.8,33.8,Safe
237,589,30.0,46.7,CO Poisoning Risk
425,278,22.7,30.2,Moderate Risk
160,70,35.3,48.4,Safe
322,598,20.4,64.3,CO Poisoning Risk
423,478,33.2,71.9,CO Poisoning Risk
900,105,29.3,59.3,Moderate Risk
755,597,33.5,65.3,CO Poisoning Risk
179,485,20.0,73.0,CO Poisoning Risk
423,174,24.1,69.7,Moderate Risk
288,398,32.8,45.3,High Risk
250,242,28.5,59.0,Moderate Risk
627,415,21.6,42.3,Moderate Risk
210,191,25.3,59.1,Moderate Risk
390,542,36.9,51.0,CO Poisoning Risk
813,92,30.8,48.1,Moderate Risk
664,216,27.7,37.9,Moderate Risk
525,359,32.9,58.3,High Risk
157,420,23.6,67.4,Moderate Risk
854,577,35.8,58.8,CO Poisoning Risk
548,464,26.2,31.7,CO Poisoning Risk
603,440,20.8,77.9,High Risk
487,566,15.1,28.3,CO Poisoning Risk
709,231,22.0,75.8,High Risk
375,77,26.6,69.4,Moderate Risk
650,113,29.9,33.2,Asthma Risk
229,636,34.0,40.8,CO Poisoning Risk
819,235,35.7,46.8,High Risk
645,145,15.5,77.2,High Risk
870,529,27.4,80.9,CO Poisoning Risk
679,329,29.0,32.7,High Risk
817,434,17.1,49.4,Moderate Risk
699,609,26.1,36.1,CO Poisoning Risk
837,204,21.0,43.0,Moderate Risk
371,598,14.9,81.0,CO Poisoning Risk
750,91,14.6,81.2,High Risk
905,203,31.2,53.5,High Risk
667,490,27.8,37.9,CO Poisoning Risk
835,567,30.2,57.5,CO Poisoning Risk
546,199,29.4,45.3,Moderate Risk
176,383,16.2,78.2,High Risk
168,409,16.6,72.2,Moderate Risk
294,618,19.1,44.7,CO Poisoning Risk
880,192,22.6,29.0,High Risk
426,188,35.5,81.9,Moderate Risk
343,147,29.2,64.9,Moderate Risk
393,137,19.1,51.0,Moderate Risk
469,330,14.3,43.6,Moderate Risk
219,468,29.4,28.2,CO Poisoning Risk
685,163,28.0,36.3,Moderate Risk
365,73,29.2,28.3,Moderate Risk
788,555,19.3,60.3,CO Poisoning Risk
647,74,25.4,63.8,Moderate Risk
272,410,21.7,69.4,Moderate Risk
357,182,32.6,38.1,Moderate Risk
897,519,14.7,33.2,CO Poisoning Risk
411,607,19.6,63.1,CO Poisoning Risk
601,436,27.5,55.0,Moderate Risk
701,479,17.9,75.3,CO Poisoning Risk
167,278,29.1,56.8,Moderate Risk
873,99,16.3,52.0,Moderate Risk
428,336,13.5,54.4,Moderate Risk
763,356,33.7,70.2,High Risk
645,592,21.0,29.0,CO Poisoning Risk
598,133,16.8,77.6,High Risk
327,256,17.1,66.6,Moderate Risk
223,362,34.3,75.8,High Risk
281,509,28.7,79.8,CO Poisoning Risk
445,131,36.0,40.2,Moderate Risk
367,453,32.2,59.2,CO Poisoning Risk
107,284,31.4,54.2,Moderate Risk
613,101,25.0,57.0,Moderate Risk
269,157,32.7,30.6,Safe
212,114,22.9,77.4,Safe
335,228,32.8,79.6,Moderate Risk
823,320,31.2,65.0,High Risk
462,277,29.3,41.9,Moderate Risk
140,98,20.9,70.5,Safe
160,301,28.1,67.5,Moderate Risk
569,134,25.2,59.0,Moderate Risk
649,479,24.1,37.2,CO Poisoning Risk
108,452,36.8,38.9,CO Poisoning Risk
863,313,25.1,59.8,Moderate Risk
173,410,13.8,35.0,High Risk
244,395,28.0,67.1,Moderate Risk
654,343,30.5,39.5,Asthma Risk
708,203,34.2,77.2,High Risk
446,531,28.2,76.6,CO Poisoning Risk
905,570,13.5,43.9,CO Poisoning Risk
736,399,15.9,32.5,High Risk
532,445,16.9,61.0,Moderate Risk
158,449,18.1,52.2,Moderate Risk
612,140,32.2,35.8,High Risk
232,614,20.4,56.7,CO Poisoning Risk
281,436,20.5,81.6,High Risk
476,396,31.1,31.7,High Risk
467,620,22.9,42.3,CO Poisoning Risk
670,332,14.6,57.1,Moderate Risk
624,567,27.0,70.8,CO Poisoning Risk
782,206,16.1,29.0,High Risk
382,226,26.7,67.6,Moderate Risk
98,593,31.7,35.6,CO Poisoning Risk
360,126,35.3,72.9,Moderate Risk
476,568,14.6,65.4,CO Poisoning Risk
182,48,20.3,52.7,Safe
618,539,28.7,72.4,CO Poisoning Risk
243,599,20.6,67.6,CO Poisoning Risk
494,95,23.8,69.0,Moderate Risk
238,305,13.5,43.7,Moderate Risk
356,178,29.6,61.4,Moderate Risk
511,643,34.2,35.6,CO Poisoning Risk
707,406,36.4,72.3,High Risk
561,612,32.9,56.4,CO Poisoning Risk
636,261,13.8,72.5,Moderate Risk
720,112,28.6,39.4,Moderate Risk
615,600,24.9,35.0,CO Poisoning Risk
592,187,35.5,65.2,High Risk
103,390,34.7,31.2,High Risk
867,598,36.7,41.2,CO Poisoning Risk
741,629,33.7,77.1,CO Poisoning Risk
895,238,26.1,35.2,Moderate Risk
453,290,30.2,48.3,Moderate Risk
208,358,36.2,79.1,High Risk
327,428,26.9,29.1,High Risk
635,321,33.2,52.0,High Risk
258,116,35.6,70.5,Safe
611,173,26.7,77.1,High Risk
723,402,16.8,67.7,Moderate Risk
746,569,16.7,76.0,CO Poisoning Risk
824,264,15.8,29.9,High Risk
858,50,24.4,33.4,High Risk
869,272,24.5,67.8,Moderate Risk
605,61,27.8,68.7,Moderate Risk
486,629,24.6,60.7,CO Poisoning Risk
195,56,36.4,67.4,Safe
174,642,20.0,74.3,CO Poisoning Risk
303,543,34.0,57.5,CO Poisoning Risk
210,546,15.4,79.2,CO Poisoning Risk
221,114,27.4,65.5,Safe
286,152,28.6,53.5,Safe
108,245,31.5,50.8,Moderate Risk
731,96,25.1,68.5,Moderate Risk
101,593,17.7,62.0,CO Poisoning Risk
170,303,21.9,72.1,Moderate Risk
419,526,19.5,70.2,CO Poisoning Risk
863,308,23.1,56.3,Moderate Risk
481,347,25.7,79.1,High Risk
726,620,28.0,66.0,CO Poisoning Risk
396,598,33.3,38.8,CO Poisoning Risk
356,599,34.8,61.4,CO Poisoning Risk
536,169,24.1,38.9,Moderate Risk
530,314,15.1,58.2,Moderate Risk
741,524,32.1,70.7,CO Poisoning Risk
91,176,24.5,71.9,Safe
609,46,26.1,63.1,Moderate Risk
851,159,27.3,70.3,Moderate Risk
740,525,29.0,53.5,CO Poisoning Risk
725,45,34.4,57.7,High Risk
398,375,35.9,75.5,High Risk
829,621,35.6,54.6,CO Poisoning Risk
611,435,32.4,47.0,High Risk
558,187,34.3,71.0,High Risk
301,372,14.2,30.7,High Risk
201,421,33.4,79.8,High Risk
97,134,14.7,46.4,Safe
893,86,30.9,62.0,Moderate Risk
566,79,17.1,65.0,Moderate Risk
549,538,21.6,35.4,CO Poisoning Risk
342,597,17.4,72.4,CO Poisoning Risk
615,168,23.6,58.9,Moderate Risk
841,101,22.9,45.7,Moderate Risk
527,500,14.2,73.9,CO Poisoning Risk
843,279,32.9,61.8,High Risk
750,436,33.5,70.4,High Risk
325,536,31.9,81.6,CO Poisoning Risk
395,387,33.3,35.0,High Risk
567,220,31.0,68.5,High Risk
768,96,35.5,68.9,High Risk
109,594,26.8,75.2,CO Poisoning Risk
305,522,27.0,50.0,CO Poisoning Risk
224,533,33.6,75.0,CO Poisoning Risk
218,49,21.4,62.6,Safe
499,253,14.2,31.7,Moderate Risk
511,261,31.0,29.7,Moderate Risk
383,580,19.1,54.0,CO Poisoning Risk
335,386,24.4,70.4,Moderate Risk
790,445,18.8,48.7,Moderate Risk
645,506,32.9,74.0,CO Poisoning Risk
175,255,36.0,54.6,Moderate Risk
645,70,14.3,29.4,High Risk
464,296,18.6,80.6,Moderate Risk
535,47,17.5,54.4,Moderate Risk
467,46,29.2,63.1,Moderate Risk
479,648,23.3,38.8,CO Poisoning Risk
746,46,24.0,44.1,Moderate Risk
140,194,16.8,54.2,Moderate Risk
331,627,23.0,74.2,CO Poisoning Risk
383,48,20.3,33.5,Moderate Risk
652,541,27.7,70.1,CO Poisoning Risk
355,594,18.2,59.3,CO Poisoning Risk
209,512,27.8,55.0,CO Poisoning Risk
801,114,22.1,75.3,High Risk
337,245,21.3,34.4,Moderate Risk
159,352,20.3,81.5,High Risk
146,296,29.2,74.2,Moderate Risk
471,331,26.5,45.6,Moderate Risk
128,336,33.4,52.4,High Risk
890,198,18.8,29.4,High Risk
532,177,14.0,56.5,Moderate Risk
107,630,17.4,57.6,CO Poisoning Risk
821,318,21.2,78.0,High Risk
914,553,17.3,48.9,CO Poisoning Risk
845,397,15.0,58.8,Moderate Risk
441,49,23.7,68.0,Moderate Risk
905,337,29.2,60.9,Moderate Risk
387,404,31.0,36.4,High Risk
372,642,22.6,37.3,CO Poisoning Risk
675,258,24.5,35.5,Moderate Risk
199,450,31.1,39.8,High Risk
269,480,21.5,45.7,CO Poisoning Risk
633,59,31.8,67.9,High Risk
835,317,36.2,31.3,Asthma Risk
883,607,34.1,72.3,CO Poisoning Risk
114,89,23.9,42.2,Safe
880,456,26.9,61.1,CO Poisoning Risk
827,231,30.2,57.8,Moderate Risk
146,214,21.4,36.3,Moderate Risk
269,638,32.2,43.5,CO Poisoning Risk
321,445,23.5,44.0,Moderate Risk
432,290,33.3,61.7,Moderate Risk
566,596,19.1,70.6,CO Poisoning Risk
888,87,13.3,81.8,High Risk
665,223,28.2,33.2,High Risk
544,501,23.8,78.7,CO Poisoning Risk
321,579,14.4,58.3,CO Poisoning Risk
378,288,24.7,47.3,Moderate Risk
302,61,17.0,43.4,Safe
347,156,28.1,39.3,Moderate Risk
619,642,23.7,58.1,CO Poisoning Risk
776,591,17.1,79.1,CO Poisoning Risk
318,74,22.9,37.8,Safe
315,236,18.6,51.6,Moderate Risk
685,481,28.7,39.0,CO Poisoning Risk
892,223,20.1,37.5,Moderate Risk
524,518,32.7,74.8,CO Poisoning Risk
